geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_01014	21250	17431	16274	40739	45162	8959
gene-SAOUHSC_01015	17845	15315	14692	32572	41311	12046
gene-SAOUHSC_01016	11645	9669	9683	19068	29275	4563
gene-SAOUHSC_01017	34304	28785	28040	51266	75349	15922
gene-SAOUHSC_01018	50748	37004	40290	62886	71029	23372
gene-SAOUHSC_01019	2481	1489	2336	959	1011	68
gene-SAOUHSC_01021	5939	4892	5292	3906	4220	910
gene-SAOUHSC_01022	1499	1212	1328	2271	2472	473
gene-SAOUHSC_01023	101	60	71	29	31	9
gene-SAOUHSC_01024	1533	1419	778	5408	5195	104
gene-SAOUHSC_01025	16433	15396	13358	25866	31758	5313
gene-SAOUHSC_01026	1151	1019	836	2514	3972	519
gene-SAOUHSC_01027	7835	7295	5017	20121	14711	5898
gene-SAOUHSC_01028	10864	10865	6869	24151	19834	7151
gene-SAOUHSC_01029	84159	84579	54302	149711	131944	32810
gene-SAOUHSC_01030	539	303	339	456	306	11
gene-SAOUHSC_01031	10148	7502	6166	5213	5535	1085
gene-SAOUHSC_01032	8040	5868	4836	4340	5074	296
gene-SAOUHSC_01034	6627	5639	4007	6133	8738	2588
gene-SAOUHSC_01035	24835	17704	13428	34129	30110	3146
gene-SAOUHSC_01036	1826	1259	1173	2983	4490	262
gene-SAOUHSC_01037	118	138	101	354	781	5
gene-SAOUHSC_01038	2214	1422	1313	2086	2069	290
gene-SAOUHSC_01039	3492	2174	2115	5665	6331	262
gene-SAOUHSC_01040	36675	33971	25404	33187	21666	7512
gene-SAOUHSC_01041	28822	24708	19354	26499	15128	12872
gene-SAOUHSC_01042	59219	53201	39673	55960	34833	18801
gene-SAOUHSC_01043	81923	65271	52399	81166	37065	13125
gene-SAOUHSC_01044	775	628	516	1007	1310	239
gene-SAOUHSC_01045	1300	1438	1259	1284	2181	88
gene-SAOUHSC_01046	2400	2778	2331	1720	3046	130
gene-SAOUHSC_01047	1110	1125	1134	618	1027	85
gene-SAOUHSC_01048	2428	2371	2405	1251	1815	108
gene-SAOUHSC_01049	6618	6203	5633	4976	5900	4245
gene-SAOUHSC_01050	38572	28976	30461	32449	48276	6526
gene-SAOUHSC_01051	1242	863	655	3656	5044	609
gene-SAOUHSC_01053	1016	562	755	500	602	51
gene-SAOUHSC_01054	1136	701	447	1749	2064	240
gene-SAOUHSC_01055	19693	14902	12694	8957	9228	3417
gene-SAOUHSC_01057	159	127	100	149	112	4
gene-SAOUHSC_01058	21021	14767	17504	14375	11659	2402
gene-SAOUHSC_01060	855	731	588	1088	1225	132
gene-SAOUHSC_01061	1827	1279	1261	2481	2640	242
gene-SAOUHSC_01062	2829	2286	1892	6706	4909	349
gene-SAOUHSC_01063	4685	3396	3263	6217	7499	866
gene-SAOUHSC_01064	18352	14513	11986	53989	52020	13044
gene-SAOUHSC_01065	5380	4077	3643	7427	8318	1932
gene-SAOUHSC_01066	3661	4410	2506	9674	10735	1821
gene-SAOUHSC_01067	2906	2791	2076	6561	8485	438
gene-SAOUHSC_01068	72	57	88	232	454	34
gene-SAOUHSC_01069	3507	2881	2299	5126	6264	672
gene-SAOUHSC_01070	1911	1508	1239	2330	2583	405
gene-SAOUHSC_01071	1443	1070	797	2317	3811	670
gene-SAOUHSC_01072	493	396	264	992	1001	26
gene-SAOUHSC_01073	199	150	114	402	329	29
gene-SAOUHSC_01074	1234	772	955	1048	1646	371
gene-SAOUHSC_01075	2616	1553	2017	1843	2275	347
gene-SAOUHSC_01076	358	244	199	456	496	55
gene-SAOUHSC_01077	48879	40408	44458	25318	25064	3118
gene-SAOUHSC_01078	16944	12879	16212	10198	13550	1165
gene-SAOUHSC_01079	1117	737	757	357	409	72
gene-SAOUHSC_01081	872	534	471	1570	2909	408
gene-SAOUHSC_01082	196	165	121	327	382	35
gene-SAOUHSC_01084	401	260	259	344	504	16
gene-SAOUHSC_01085	311	222	176	153	209	17
gene-SAOUHSC_01086	108	74	70	68	115	10
gene-SAOUHSC_01087	50	43	35	32	34	6
gene-SAOUHSC_01088	144	82	98	76	100	13
gene-SAOUHSC_01089	102	53	72	44	87	3
gene-SAOUHSC_01090	6	3	1	1	0	0
gene-SAOUHSC_01091	2314	1770	1629	4539	4810	684
gene-SAOUHSC_01092	885	826	590	1413	1596	420
gene-SAOUHSC_01093	5095	3663	3416	7960	10051	1611
gene-SAOUHSC_01095	688	506	388	969	1058	265
gene-SAOUHSC_01096	1496	1201	1090	1688	2060	201
gene-SAOUHSC_01097	2560	1880	1649	2138	2091	84
gene-SAOUHSC_01098	5338	4251	3015	4247	3955	332
gene-SAOUHSC_01099	10058	8306	6476	8995	8874	1514
gene-SAOUHSC_01100	9488	7688	4168	16145	13702	1387
gene-SAOUHSC_01101	26	8	18	12	6	0
gene-SAOUHSC_01102	4754	4459	3102	6540	8144	1654
gene-SAOUHSC_01103	8331	8534	5864	12810	12405	1381
gene-SAOUHSC_01104	52366	52651	37494	50120	57232	20163
gene-SAOUHSC_01105	38878	36322	27291	30425	27608	5669
gene-SAOUHSC_01106	4071	3709	2360	6440	7959	1502
gene-SAOUHSC_01107	3061	2597	1822	4335	4876	526
gene-SAOUHSC_01108	3456	3194	1960	4665	5741	286
gene-SAOUHSC_01109	0	0	3	4	2	0
gene-SAOUHSC_01110	15163	9979	8000	21453	9043	247
gene-SAOUHSC_01111	1	0	3	2	1	0
gene-SAOUHSC_01112	804	475	467	596	441	14
gene-SAOUHSC_01113	1135	703	1175	530	540	41
gene-SAOUHSC_01114	7310	5189	4305	9198	4854	463
gene-SAOUHSC_01115	4970	3208	3039	5918	3393	141
gene-SAOUHSC_01118	345	225	200	120	107	46
gene-SAOUHSC_01119	784	444	623	1081	856	57
gene-SAOUHSC_01120	979	756	714	1818	1762	117
gene-SAOUHSC_01121	585653	379608	422668	33277	30702	2873
gene-SAOUHSC_01122	5	5	6	1	0	0
gene-SAOUHSC_01123	2151	1485	1845	640	336	8
gene-SAOUHSC_01124	767	472	680	240	327	29
gene-SAOUHSC_01125	478	292	353	168	214	18
gene-SAOUHSC_01127	483	356	373	247	333	27
gene-SAOUHSC_01128	687	614	517	338	377	74
gene-SAOUHSC_01129	1931	1413	1443	531	738	166
gene-SAOUHSC_01130	3531	2944	2821	2570	3896	1401
gene-SAOUHSC_01131	847	635	708	1336	1175	40
gene-SAOUHSC_01133	322	205	303	457	668	109
gene-SAOUHSC_01134	120	65	62	203	235	9
gene-SAOUHSC_01135	35196	13110	28928	1297	1058	151
gene-SAOUHSC_01136	57316	25032	44982	2286	872	721
gene-SAOUHSC_01137	2646	1451	2377	1006	1402	166
gene-SAOUHSC_01138	4586	3439	3089	4256	5861	319
gene-SAOUHSC_01139	3908	2630	3560	1601	2004	72
gene-SAOUHSC_01140	51	34	28	23	27	10
gene-SAOUHSC_01141	23509	16653	21662	7092	6455	834
gene-SAOUHSC_01142	10295	9130	5839	34617	24113	3611
gene-SAOUHSC_01143	11597	10215	6738	41627	39474	13669
gene-SAOUHSC_01144	4838	3290	2926	7487	9463	974
gene-SAOUHSC_01145	15256	11979	10046	19423	15966	4259
gene-SAOUHSC_01146	1481	1325	1034	2307	1516	452
gene-SAOUHSC_01147	4052	3496	2668	5966	5546	939
gene-SAOUHSC_01148	6857	6266	5186	10335	13014	1872
gene-SAOUHSC_01149	23398	23220	16323	53477	69185	5759
gene-SAOUHSC_01150	43116	38452	28666	89745	103084	44195
gene-SAOUHSC_01152	2222	1975	1517	2901	4160	348
gene-SAOUHSC_01153	16112	14567	13017	17896	20112	1390
gene-SAOUHSC_01154	23518	22229	18323	21704	21074	6067
gene-SAOUHSC_01155	7057	5155	6723	6481	5006	521
gene-SAOUHSC_01156	7462	6452	6150	5574	7523	270
gene-SAOUHSC_01158	28777	21794	23706	20633	27028	5297
gene-SAOUHSC_01159	5089	3813	3041	7769	11364	3086
gene-SAOUHSC_01160	1378	1097	806	1914	2427	177
gene-SAOUHSC_01161	6	4	7	3	8	1
gene-SAOUHSC_01162	1396	1294	1480	1313	1873	166
gene-SAOUHSC_01163	9137	7861	8182	6168	7457	1482
gene-SAOUHSC_01164	2022	1211	1143	1706	1255	122
gene-SAOUHSC_01165	1381	886	971	7239	2501	128
gene-SAOUHSC_01166	1198	808	832	12125	5156	645
gene-SAOUHSC_01168	2136	1621	1565	17882	7043	1203
gene-SAOUHSC_01169	1910	1352	1317	13739	4308	315
gene-SAOUHSC_01170	7259	4750	5847	35595	17163	4111
gene-SAOUHSC_01171	1786	1258	1493	5145	3206	319
gene-SAOUHSC_01172	1858	1128	1574	4182	2166	284
gene-SAOUHSC_01173	2074	1370	1590	2541	3062	160
gene-SAOUHSC_01174	3163	2428	2246	2681	2428	640
gene-SAOUHSC_01175	9998	8663	6443	7113	5941	497
gene-SAOUHSC_01176	6242	5611	5106	19654	25071	1980
gene-SAOUHSC_01177	2491	2297	2001	5731	7091	746
gene-SAOUHSC_01178	2933	2429	1921	2973	3421	529
gene-SAOUHSC_01179	7289	5545	5227	6135	6758	1829
gene-SAOUHSC_01180	989	741	769	457	458	23
gene-SAOUHSC_01181	5922	6364	3344	13146	15654	2051
gene-SAOUHSC_01182	2330	1929	2004	1704	2411	152
gene-SAOUHSC_01183	6652	5710	5822	4321	6467	1212
gene-SAOUHSC_01184	8659	6464	7215	5744	7944	1140
gene-SAOUHSC_01185	8904	7240	7717	6694	9345	1633
gene-SAOUHSC_01186	4640	4024	4361	3646	5795	1798
gene-SAOUHSC_01187	29359	19724	26468	11521	14430	2642
gene-SAOUHSC_01188	2750	2211	2069	3105	3502	376
gene-SAOUHSC_01189	2680	2096	2064	2499	2271	221
gene-SAOUHSC_01190	3687	2699	2957	2809	3104	504
gene-SAOUHSC_01191	82288	78172	43935	133740	107928	33294
gene-SAOUHSC_01192	5362	4576	3945	3296	3859	492
gene-SAOUHSC_01193	22112	16439	15166	13886	12681	2310
gene-SAOUHSC_01194	4729	4067	2542	7356	7059	810
gene-SAOUHSC_01196	3044	2782	1886	10220	10317	1110
gene-SAOUHSC_01197	5146	5476	3393	19115	19796	6661
gene-SAOUHSC_01198	5558	5712	3728	20941	18904	3909
gene-SAOUHSC_01199	5919	5951	3816	22303	21118	5678
gene-SAOUHSC_01200	10	2	2	16	12	0
gene-SAOUHSC_01201	6401	5157	3548	29133	20614	2423
gene-SAOUHSC_01203	664	577	507	1366	1625	321
gene-SAOUHSC_01204	4844	3976	3444	5600	6477	711
gene-SAOUHSC_01205	2639	2149	2120	2671	3418	836
gene-SAOUHSC_01206	836	629	766	942	2002	93
gene-SAOUHSC_01207	11512	9364	8249	12126	14766	2235
gene-SAOUHSC_01208	15180	9701	9279	4366	5045	1148
gene-SAOUHSC_01209	2399	1703	1949	609	737	79
gene-SAOUHSC_01210	5862	4372	4721	1294	1450	415
gene-SAOUHSC_01211	120464	100639	89096	54286	17871	4336
gene-SAOUHSC_01212	25	19	18	13	3	0
gene-SAOUHSC_01213	3219	2470	2330	3231	3988	315
gene-SAOUHSC_01214	2048	1697	1453	2149	2983	394
gene-SAOUHSC_01215	2992	2280	2397	2372	3404	918
gene-SAOUHSC_01216	35064	38242	25065	29236	36564	20365
gene-SAOUHSC_01218	45053	44762	31307	29240	33019	18052
gene-SAOUHSC_01219	1461	1051	1174	343	288	34
gene-SAOUHSC_01220	1354	830	1169	372	369	23
gene-SAOUHSC_01221	149	102	133	122	137	20
gene-SAOUHSC_01222	18778	17138	15977	21670	33788	9543
gene-SAOUHSC_01223	19360	15668	16623	15381	26021	8953
gene-SAOUHSC_01224	3475	3620	2128	6927	8827	1612
gene-SAOUHSC_01225	4011	4492	2536	6531	8122	3281
gene-SAOUHSC_01226	10939	11500	7176	18290	22053	4104
gene-SAOUHSC_01228	6719	6130	4228	13428	16750	1969
gene-SAOUHSC_01230	41	36	24	59	49	14
gene-SAOUHSC_01232	292486	254421	250361	36477	27771	3916
gene-SAOUHSC_01233	13145	9033	13363	2285	2340	127
gene-SAOUHSC_01234	145143	119864	116590	35303	28823	5815
gene-SAOUHSC_01235	3583	2690	2395	2294	2325	729
gene-SAOUHSC_01236	7325	5221	5387	4086	4048	709
gene-SAOUHSC_01237	1707	1600	1436	2471	2953	252
gene-SAOUHSC_01238	2200	1788	1708	2077	1918	361
gene-SAOUHSC_01239	5859	4290	4093	6525	8392	1249
gene-SAOUHSC_01240	14922	11301	10427	17691	19560	4417
gene-SAOUHSC_01241	37649	26699	28480	18526	18289	4264
gene-SAOUHSC_01242	6762	5665	5089	2674	2926	431
gene-SAOUHSC_01243	16102	13635	11509	6874	4272	1358
gene-SAOUHSC_01244	3385	2563	2728	1595	1461	368
gene-SAOUHSC_01245	3748	3025	2925	1794	1862	381
gene-SAOUHSC_01246	51798	40659	37551	29914	25129	5641
gene-SAOUHSC_01247	8657	6983	6414	5205	6379	1326
gene-SAOUHSC_01248	1700	1636	1207	2868	3663	985
gene-SAOUHSC_01249	5224	4355	3128	6866	7036	916
gene-SAOUHSC_01250	103683	67535	78844	39320	37030	3390
gene-SAOUHSC_01251	34134	30687	26519	33609	37342	11239
gene-SAOUHSC_01252	35771	25303	24591	26480	27709	6426
gene-SAOUHSC_01253	11929	9418	7316	15034	14305	3742
gene-SAOUHSC_01254	1660	1537	1049	3004	2610	930
gene-SAOUHSC_01255	1160	833	857	621	634	63
gene-SAOUHSC_01256	2420	1868	1771	1400	1711	342
gene-SAOUHSC_01257	2056	1669	1424	1226	1235	599
gene-SAOUHSC_01258	5524	4294	4331	5343	7643	1316
gene-SAOUHSC_01259	3480	2516	2561	3112	3637	1833
gene-SAOUHSC_01260	4863	3238	3613	3937	5360	472
gene-SAOUHSC_01261	2456	1932	1755	3380	3532	329
gene-SAOUHSC_01262	71419	52324	53573	46750	37320	10906
gene-SAOUHSC_01263	122416	114758	106290	68826	67716	12593
gene-SAOUHSC_01264	1531	1245	564	1412	977	32
gene-SAOUHSC_01265	2238	2061	1530	5560	6097	1240
gene-SAOUHSC_01266	8166	7643	6102	8981	12739	2453
gene-SAOUHSC_01267	5541	4672	4240	5933	8032	2171
gene-SAOUHSC_01268	203	185	132	584	782	46
gene-SAOUHSC_01269	9309	6690	8220	10130	11592	1200
gene-SAOUHSC_01270	4270	3193	4000	3411	5821	606
gene-SAOUHSC_01271	5018	3557	4203	3585	3395	760
gene-SAOUHSC_01272	4208	3063	2894	5026	6488	930
gene-SAOUHSC_01273	4431	2912	3244	4606	6062	967
gene-SAOUHSC_01274	1497	967	1342	1350	2159	222
gene-SAOUHSC_01275	4545	3865	2561	28441	19866	11315
gene-SAOUHSC_01276	4143	4424	2851	12952	12249	3661
gene-SAOUHSC_01278	2354	2545	1942	63384	13015	7785
gene-SAOUHSC_01279	412	326	238	1678	1971	217
gene-SAOUHSC_01280	1919	1681	1319	2535	2204	277
gene-SAOUHSC_01281	1272	1104	780	1340	657	109
gene-SAOUHSC_01282	1847	1608	895	3327	4021	967
gene-SAOUHSC_01283	2357	2105	1909	1870	2087	371
gene-SAOUHSC_01284	4367	3506	3277	2470	3048	354
gene-SAOUHSC_01285	2660	2605	1772	9143	8064	674
gene-SAOUHSC_01287	15948	13752	11311	48275	41568	6419
gene-SAOUHSC_01288	81	72	59	114	66	16
gene-SAOUHSC_01289	14	4	4	10	19	1
gene-SAOUHSC_01290	61	36	60	107	101	4
gene-SAOUHSC_01291	15	9	11	28	69	7
gene-SAOUHSC_01292	81	66	65	55	80	2
gene-SAOUHSC_01293	5	4	1	8	2	0
gene-SAOUHSC_01294	14	6	12	9	11	1
gene-SAOUHSC_01295	116	64	100	183	265	8
gene-SAOUHSC_01296	25	28	32	81	84	22
gene-SAOUHSC_01297	9	4	4	78	163	9
gene-SAOUHSC_01298	2	1	2	1	1	0
gene-SAOUHSC_01299	9	3	3	3	2	0
gene-SAOUHSC_01300	19	5	15	17	11	0
gene-SAOUHSC_01301	63	42	106	284	435	16
gene-SAOUHSC_01302	55	33	27	168	232	100
gene-SAOUHSC_01303	43	26	45	231	265	22
gene-SAOUHSC_01304	358	177	221	647	318	24
gene-SAOUHSC_01305	72	43	113	295	405	37
gene-SAOUHSC_01306	6	7	11	69	83	10
gene-SAOUHSC_01307	1517	1075	1077	951	864	243
gene-SAOUHSC_01309	31	16	23	5	8	0
gene-SAOUHSC_01310	1662	1174	947	5109	6893	1109
gene-SAOUHSC_01311	82	49	67	86	166	9
gene-SAOUHSC_01312	89	40	98	88	233	3
gene-SAOUHSC_01313	1034	644	995	708	1164	71
gene-SAOUHSC_01314	1860	1118	1570	913	1364	71
gene-SAOUHSC_01315	24	18	41	74	124	15
gene-SAOUHSC_01316	884	573	703	441	596	77
gene-SAOUHSC_01317	3864	2997	2376	5144	5994	315
gene-SAOUHSC_01318	2284	1429	1364	2367	2555	124
gene-SAOUHSC_01319	3464	2527	3204	13712	16374	1862
gene-SAOUHSC_01320	14627	12633	13206	46243	87207	12697
gene-SAOUHSC_01321	16980	12212	15126	41233	52834	6024
gene-SAOUHSC_01322	11132	8665	8690	33406	43579	3175
gene-SAOUHSC_01323	12307	8496	8881	29972	33212	3569
gene-SAOUHSC_01324	1401	1269	995	2516	2459	158
gene-SAOUHSC_01325	1	0	4	0	8	0
gene-SAOUHSC_01326	6365	5347	4877	24548	34040	5374
gene-SAOUHSC_01327	29420	26073	17199	76212	93063	23917
gene-SAOUHSC_01328	25398	21459	15638	18858	30747	3414
gene-SAOUHSC_01329	10162	5923	5888	899	1090	44
gene-SAOUHSC_01330	2791	2498	2245	843	546	105
gene-SAOUHSC_01331	8	4	3	7	11	2
gene-SAOUHSC_01332	4054	3467	3328	2582	2951	253
gene-SAOUHSC_01333	35580	27419	27985	29282	30136	4766
gene-SAOUHSC_01334	19234	14226	14997	2077	2407	103
gene-SAOUHSC_01336	4853	2977	4198	1617	2194	182
gene-SAOUHSC_01337	94922	69873	69892	62242	66409	23013
gene-SAOUHSC_01338	6326	5196	4980	4254	5852	309
gene-SAOUHSC_01339	14	13	9	3	7	1
gene-SAOUHSC_01340	2449	2028	1914	1869	1788	82
gene-SAOUHSC_01341	2164	1474	1841	467	563	54
gene-SAOUHSC_01342	11570	6152	10187	2483	2927	485
gene-SAOUHSC_01343	1499	745	1249	326	260	52
gene-SAOUHSC_01344	148	93	115	39	41	2
gene-SAOUHSC_01346	12713	10131	11936	8105	6688	1524
gene-SAOUHSC_01347	13594	11907	8438	18553	21551	4403
gene-SAOUHSC_01348	4569	3245	3876	2835	3100	228
gene-SAOUHSC_01349	1119	868	749	2223	2429	583
gene-SAOUHSC_01350	2964	2088	1993	8627	6772	1571
gene-SAOUHSC_01351	13564	11485	11279	9742	12018	3596
gene-SAOUHSC_01352	24668	19054	22138	15172	16938	2660
gene-SAOUHSC_01353	19	13	15	8	2	0
gene-SAOUHSC_01354	12052	10170	9821	14756	14206	6722
gene-SAOUHSC_01356	1060	809	584	3779	4053	211
gene-SAOUHSC_01357	138	85	94	565	786	13
gene-SAOUHSC_01358	7429	5414	3990	14872	18986	895
gene-SAOUHSC_01359	10153	8789	7450	30621	38697	1361
gene-SAOUHSC_01360	4669	3428	3358	5728	8570	1047
gene-SAOUHSC_01361	12375	9764	11848	5215	5211	1233
gene-SAOUHSC_01362	1066	813	655	2830	3931	1110
gene-SAOUHSC_01363	37793	26753	27809	2886	1697	157
gene-SAOUHSC_01364	699	668	369	4472	5813	703
gene-SAOUHSC_01365	73433	45516	60874	4889	4931	507
gene-SAOUHSC_01366	384	337	171	364	617	69
gene-SAOUHSC_01367	153	177	72	193	297	149
gene-SAOUHSC_01368	236	271	144	460	703	166
gene-SAOUHSC_01369	179	223	91	426	922	73
gene-SAOUHSC_01370	128	152	78	324	748	105
gene-SAOUHSC_01371	383	341	222	781	1521	494
gene-SAOUHSC_01372	953	664	598	985	1803	498
gene-SAOUHSC_01373	7217	5478	3681	13731	13936	1220
gene-SAOUHSC_01374	11776	9042	6158	18595	19957	3016
gene-SAOUHSC_01375	1183	852	846	1527	1992	179
gene-SAOUHSC_01376	2410	1782	1598	1972	2828	383
gene-SAOUHSC_01377	1992	1418	1507	1254	1301	132
gene-SAOUHSC_01378	1153	792	925	603	862	124
gene-SAOUHSC_01379	975	629	639	542	609	102
gene-SAOUHSC_01380	942	724	674	774	943	52
gene-SAOUHSC_01381	43	18	7	24	6	3
gene-SAOUHSC_01382	36	10	26	52	84	11
gene-SAOUHSC_01383	4019	2614	2029	2584	2839	473
gene-SAOUHSC_01384	906	545	632	437	435	26
gene-SAOUHSC_01385	477	339	310	252	306	41
gene-SAOUHSC_01386	297	237	260	183	129	57
gene-SAOUHSC_01387	155	112	137	60	66	14
gene-SAOUHSC_01388	26	10	12	8	2	1
gene-SAOUHSC_01389	199	112	160	53	51	18
gene-SAOUHSC_01390	31	18	13	22	45	25
gene-SAOUHSC_01391	11370	8143	8847	6969	6007	1280
gene-SAOUHSC_01392	11792	9103	11915	8665	10897	1244
gene-SAOUHSC_01394	13122	9663	13118	112790	196119	30825
gene-SAOUHSC_01395	12939	9177	13719	77212	176622	18032
gene-SAOUHSC_01396	10820	7621	10909	49317	113468	10290
gene-SAOUHSC_01397	11007	8102	11067	41155	88795	6530
gene-SAOUHSC_01398	11504	8042	11272	37274	67520	16579
gene-SAOUHSC_01399	2096	1518	1661	22977	38785	3862
gene-SAOUHSC_01400	2876	1922	2361	20244	34250	2507
gene-SAOUHSC_01401	7956	5309	6644	25209	46098	3807
gene-SAOUHSC_01402	21	19	17	44	46	18
gene-SAOUHSC_01403	14745	12808	8563	40644	35487	9527
gene-SAOUHSC_01404	11	7	6	10	4	0
gene-SAOUHSC_01405	1704	939	708	3279	3999	400
gene-SAOUHSC_01406	1879	1480	866	2577	3783	369
gene-SAOUHSC_01407	5627	4139	2876	7883	8240	583
gene-SAOUHSC_01408	12479	9485	6142	14527	16388	1260
gene-SAOUHSC_01409	4	4	4	0	0	1
gene-SAOUHSC_01410	163	121	122	19	13	3
gene-SAOUHSC_01411	6806	4134	5328	2029	2064	173
gene-SAOUHSC_01412	4606	3770	2798	4883	5662	1285
gene-SAOUHSC_01413	2036	1790	1262	2564	3641	294
gene-SAOUHSC_01414	6033	3643	3964	3885	2111	233
gene-SAOUHSC_01415	12271	8751	7133	8326	6059	1696
gene-SAOUHSC_01416	42789	41329	28434	18253	23269	4122
gene-SAOUHSC_01418	63423	63580	40507	41942	47149	7125
gene-SAOUHSC_01419	11829	9539	8608	13920	16433	2038
gene-SAOUHSC_01420	5629	4934	3658	11749	12913	1676
gene-SAOUHSC_01421	22	12	23	68	97	3
gene-SAOUHSC_01422	29	29	14	64	102	13
gene-SAOUHSC_01423	2646	2356	2051	4599	5195	754
gene-SAOUHSC_01424	2705	2775	2171	5496	8956	942
gene-SAOUHSC_01425	841	887	652	1878	2427	870
gene-SAOUHSC_01427	3581	2485	2476	6560	8341	910
gene-SAOUHSC_01428	39	35	31	1	2	0
gene-SAOUHSC_01429	5212	5097	2615	11199	8774	4417
gene-SAOUHSC_01430	8718	7968	4240	18854	17743	5270
gene-SAOUHSC_01431	4456	3565	2467	9951	11668	1385
gene-SAOUHSC_01432	8128	7886	4019	20347	28732	8965
gene-SAOUHSC_01433	2189	2044	1293	8833	10806	1742
gene-SAOUHSC_01434	1730	1555	961	5897	9606	620
gene-SAOUHSC_01435	1770	1652	1089	4782	5371	1067
gene-SAOUHSC_01436	2814	1995	2109	2039	2170	495
gene-SAOUHSC_01437	6574	5116	4768	6592	7230	1177
gene-SAOUHSC_01438	1290	845	866	1686	1978	203
gene-SAOUHSC_01439	785	570	653	1229	1768	57
gene-SAOUHSC_01440	4549	3308	4763	1052	1233	48
gene-SAOUHSC_01441	26	10	16	27	21	25
gene-SAOUHSC_01442	12	8	7	1	0	0
gene-SAOUHSC_01443	92	55	38	112	179	27
gene-SAOUHSC_01447	81055	58428	66325	11795	12334	2283
gene-SAOUHSC_01448	1102	722	791	1475	1167	232
gene-SAOUHSC_01450	1208	652	857	1669	2032	346
gene-SAOUHSC_01451	736	388	434	1271	1415	423
gene-SAOUHSC_01452	404	228	243	640	565	263
gene-SAOUHSC_01454	2214	1773	1471	4642	5996	1070
gene-SAOUHSC_01455	6157	4934	4244	12996	16182	948
gene-SAOUHSC_01456	1347	1279	963	609	716	119
gene-SAOUHSC_01458	20	17	18	19	32	5
gene-SAOUHSC_01459	820	681	636	739	843	83
gene-SAOUHSC_01460	1813	1902	1378	1734	1274	187
gene-SAOUHSC_01462	11989	11879	8891	15454	19650	1505
gene-SAOUHSC_01463	10071	11017	6901	14963	17939	1876
gene-SAOUHSC_01464	4505	4140	2688	5573	6677	284
gene-SAOUHSC_01465	2	2	2	0	0	5
gene-SAOUHSC_01466	33180	32121	28318	16497	11045	1829
gene-SAOUHSC_01467	211421	202426	183779	111908	80171	19695
gene-SAOUHSC_01468	2748	2139	1975	1931	1880	113
gene-SAOUHSC_01469	5528	4660	3422	3491	2810	295
gene-SAOUHSC_01470	4095	3501	2573	3243	3322	258
gene-SAOUHSC_01471	8497	6583	5813	13782	12423	2995
gene-SAOUHSC_01472	6916	4253	4252	5981	5922	738
gene-SAOUHSC_01473	1524	1138	895	2245	2660	226
gene-SAOUHSC_01474	2163	1406	1248	2488	2304	350
gene-SAOUHSC_01475	2857	1878	1523	3141	2663	492
gene-SAOUHSC_01476	678	483	330	878	1016	86
gene-SAOUHSC_01477	47218	45692	22486	99219	83438	19555
gene-SAOUHSC_01478	946	866	743	2065	2552	188
gene-SAOUHSC_01479	1768	1475	1304	2582	3077	320
gene-SAOUHSC_01480	5527	4843	4065	7314	8189	845
gene-SAOUHSC_01481	2912	2510	1933	5630	7356	993
gene-SAOUHSC_01482	865	788	662	2651	3166	428
gene-SAOUHSC_01483	919	835	600	3900	4630	811
gene-SAOUHSC_01484	14	7	19	17	24	3
gene-SAOUHSC_01485	3302	2875	2071	6578	5874	699
gene-SAOUHSC_01486	2506	2350	1506	4246	4633	498
gene-SAOUHSC_01487	1763	1588	1003	3441	4118	933
gene-SAOUHSC_01488	646	602	418	2121	2562	378
gene-SAOUHSC_01489	41	18	17	9	7	0
gene-SAOUHSC_01490	29303	24093	15256	122434	111143	62824
gene-SAOUHSC_01491	8085	5933	6245	13961	17250	3488
gene-SAOUHSC_01492	7255	5715	4866	15033	17720	3360
gene-SAOUHSC_01493	25889	21331	12632	45721	40575	9303
gene-SAOUHSC_01494	0	1	1	0	0	0
gene-SAOUHSC_01495	164	114	117	225	107	41
gene-SAOUHSC_01496	2337	1832	1621	3504	4477	904
gene-SAOUHSC_01497	1518	1011	1172	1117	1144	208
gene-SAOUHSC_01499	3447	3506	2333	3439	2307	450
gene-SAOUHSC_01500	10	8	13	27	53	6
gene-SAOUHSC_01501	18452	17324	10442	49361	59247	19824
gene-SAOUHSC_01502	2166	1840	1355	4342	4848	843
gene-SAOUHSC_01503	852	645	645	1517	1508	102
gene-SAOUHSC_01504	22620	17668	18411	6338	4838	1373
gene-SAOUHSC_01505	11320	8559	6723	6571	4132	1156
gene-SAOUHSC_01507	214	101	159	144	162	19
gene-SAOUHSC_01508	2136	1267	1584	914	987	88
gene-SAOUHSC_01510	221	160	193	87	131	7
gene-SAOUHSC_01511	631	427	472	321	369	50
gene-SAOUHSC_01512	841	662	728	501	670	75
gene-SAOUHSC_01513	1320	891	924	516	346	40
gene-SAOUHSC_01514	0	0	0	0	0	0
gene-SAOUHSC_01515	0	0	0	0	0	0
gene-SAOUHSC_01516	0	0	0	0	0	0
gene-SAOUHSC_01517	0	0	0	0	0	0
gene-SAOUHSC_01518	0	0	0	0	0	0
gene-SAOUHSC_01519	0	0	0	0	0	0
gene-SAOUHSC_01520	0	0	0	0	0	0
gene-SAOUHSC_01521	0	0	0	0	0	0
